action_de_formation_af_identifiant_onisep,formation_for_libelle,for_url_et_id_onisep,for_indexation_domaine_web_onisep,for_type,for_nature_du_certificat,for_url_referentiel,for_niveau_de_sortie,lieu_denseignement_ens_libelle,ens_url_et_id_onisep,ens_code_uai,ens_statut,ens_adresse,ens_code_postal,ens_commune,ens_departement,ens_academie,ens_region,ens_latitude,ens_longitude,ens_n_telephone,ens_site_web,ens_hebergement,ens_accessibilite,af_duree_cycle_standard,af_modalites_scolarite,af_elements_denseignement,af_cout_scolarite,af_modalites_accueil,af_page_web,af_date_de_creation,af_date_de_modification
AF.32209,licence mention droit,https://www.onisep.fr/http/redirection/formation/slug/FOR.9722,"économie, droit, politique/droit (généralités)",licence,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/38186/,bac + 3,Départements de formation et recherche,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9011,9840349G,public,"Campus d'Outumaoro- Punaauia, BP 6570",98702,Faaa,Polynésie française,Collectivités d'Outre Mer,Collectivités d'outre-mer,-17.550961,-149.597397,689 803 803,http://www.upf.pf/,sans hébergement,,3 ans,"temps plein, cours en présentiel",parcours droit général | parcours excellence,,,,06/06/2020,25/04/2024
AF.36632,"master mention transport, mobilités, réseaux",https://www.onisep.fr/http/redirection/formation/slug/FOR.11884,"logistique, transport/transport",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/41262/,bac + 5,"INSA Hauts-de-France - campus du Mont Houy, UPHF",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7791,0597132G,public,Campus du Mont Houy,59313,Valenciennes,Nord,Lille,Hauts-de-France,50.323203,3.5141876,03 27 51 12 00,https://www.insa-hautsdefrance.fr,sans hébergement,,2 ans,"temps plein, cours en présentiel",parcours Control Engineering for Assistive Technologies | parcours électromobilité | parcours ingénierie mécanique,,,https://formations.uphf.fr/fr/formations/master-master/master-transport-mobilites-reseaux-KZZQWF6S.html,06/06/2020,23/06/2026
AF.73376,master mention traduction et interprétation,https://www.onisep.fr/http/redirection/formation/slug/FOR.10365,"lettres, langues, enseignement/langues",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/39280/,bac + 5,"Faculté des arts, lettres, langues et sciences humaines - Site Schuman - Aix-en-Provence",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19132,0134017W,public,29 avenue Robert Schuman,13621,Aix-en-Provence,Bouches-du-Rhône,Aix-Marseille,Provence-Alpes-Côte d'Azur,43.5155,5.44692,04 42 95 37 52,http://allsh.univ-amu.fr/,sans hébergement,,2 ans,"temps plein, cours en présentiel",parcours traduction littéraire | parcours traduction technique,,,https://formations.univ-amu.fr/fr/master/5HTI,06/06/2020,22/04/2024
AF.130168,master mention biologie-santé,https://www.onisep.fr/http/redirection/formation/slug/FOR.10198,"sciences/biologie| santé, social, sport/santé (généralités)",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/38970/,bac + 5,Institut polytechnique de Paris,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24491,0912403T,public,Route de Saclay,91128,Palaiseau,Essonne,Versailles,Ile-de-France,48.7190913,2.212668,,http://www.ip-paris.fr,sans hébergement,,2 ans,"temps plein, cours en présentiel",,,,,07/05/2024,16/05/2024
AF.73774,MSc Global Finance in a Sustainable World,https://www.onisep.fr/http/redirection/formation/slug/FOR.9984,"banque, assurances, immobilier/banque| environnement, énergies, propreté/environnement (généralités)| banque, assurances, immobilier/finances",Master of Science,Label de la Conférence des grandes écoles (CGE),,bac + 5,Montpellier Business School,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.13094,0340137P,privé,2300 avenue des Moulins,34185,Montpellier,Hérault,Montpellier,Occitanie,43.6215,3.83339,04 67 10 25 00,https://www.mbs-education.com/,sans hébergement : plateforme logement propre à l'établissement : https://montpellier-bs.studapart.com/fr/,"Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur, rampe d'accès",2 ans,"temps plein, cours en présentiel",,"de 17200 euros jusqu'à 27200 euros en 2026 (17200 euros pour le programme en 1 an, 27200 euros pour le programme en 2 ans)",,https://www.mbs-education.com/programmes-formations/msc-global-finance/,06/06/2020,05/11/2025
AF.73479,master mention philosophie,https://www.onisep.fr/http/redirection/formation/slug/FOR.11442,"histoire-géographie, psychologie, sociologie/philosophie",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/40548/,bac + 5,École des hautes études en sciences sociales,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7774,0753742K,public,54 boulevard Raspail,75006,Paris,Paris,Paris,Ile-de-France,48.8504,2.32703,01 49 54 25 25,http://www.ehess.fr,sans hébergement,,2 ans,"temps plein, cours en présentiel",parcours philosophie du langage et de l’esprit | parcours philosophie sociale et politique,,,https://www.ehess.fr/jcms/ehess_30895/fr/master-philosophie,06/06/2020,25/06/2026
AF.101316,DU MSc Affluencers and Luxury,https://www.onisep.fr/http/redirection/formation/slug/FOR.7244,"informatique, Internet/bases de données| informatique, Internet/informatique (généralités)| commerce, marketing, vente/marketing, vente",diplôme d'université,Diplôme d'université (DU),,bac + 5,IDEX d'Université Côte d'Azur (MSc internationaux),https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22221,,public,"28 avenue Valrose, University Administrative Center, Grand Château",06103,Nice,Alpes-Maritimes,Nice,Provence-Alpes-Côte d'Azur,43.7193543,7.2681133412667,,https://univ-cotedazur.eu/msc-programs,sans hébergement,,2 ans,"temps plein, cours en présentiel",,,,https://univ-cotedazur.eu/msc/affluencers-luxury-business,16/11/2021,23/01/2026
AF.1760,double cursus architecte-ingénieur,https://www.onisep.fr/http/redirection/formation/slug/FOR.2871,"construction, architecture, travaux publics/architecture| construction, architecture, travaux publics/génie civil, construction (généralités)",diplôme des écoles d'architecture,Diplôme national ou diplôme d'État,,bac + 5,École spéciale d'architecture,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17981,0753533H,privé,254 boulevard Raspail,75014,Paris,Paris,Paris,Ile-de-France,48.8376,2.33094,01 40 47 40 47,http://www.esa-paris.fr,sans hébergement,,7 ans,"temps plein, cours en présentiel",,70000 euros en 2026 (10000 euros par an),,,06/06/2020,17/03/2026
AF.4989,licence pro mention métiers des ressources naturelles et de la forêt,https://www.onisep.fr/http/redirection/formation/slug/FOR.11350,"agriculture, animaux/forêt| commerce, marketing, vente/marketing, vente| environnement, énergies, propreté/protection des espaces naturels",licence pro,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/40461/,bac + 3,Département de formation et recherche sciences et technologies,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23733,9730490V,public,"2091 route de Baduel, Campus de Troubiran",97300,Cayenne,Guyane,Guyane,Guyane,4.9290019769536,-52.301616668701,,https://www.univ-guyane.fr/nos-formations/composantes/dfr-sciences-et-technologies/,sans hébergement,,1 an,"temps plein, cours en présentiel",parcours gestion et traitement de l’eau et des déchets | parcours valorisation des ressources du sous - sol,,,https://www.univ-guyane.fr/choisir-sa-formation/dfr-sciences-et-technologies/,06/06/2020,28/03/2025
AF.125518,cycle préparatoire intégré de l'Icam Toulouse - La prépa professionnalisante (partenariat avec un lycée) BTS ATI,https://www.onisep.fr/http/redirection/formation/slug/FOR.9642,"mécanique/automatismes| électricité, électronique, robotique/électrotechnique| matières premières, fabrication, industries/fonction production (généralités)| informatique, Internet/informatique (généralités)| sciences/mathématiques| mécanique/mécanique (généralités)| sciences/physique",cycle préparatoire intégré,Certificat délivré par l'école,,bac + 2,Institut catholique d'arts et métiers - site de Toulouse,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18780,0312421N,privé,"75 avenue de Grande-Bretagne, CS 97615",31076,Toulouse,Haute-Garonne,Toulouse,Occitanie,43.5986207,1.4181709,05 34 50 50 50,https://www.icam.fr/,hébergement organisé hors établissement (homme/femme - maison des ICAM : résidence sur le campus avec 76 appartements ou 300 chambres),Locaux accessibles : accessibilité totale pour handicap moteur,2 ans,"temps plein, cours en présentiel",,9000 euros en 2026 (4500 euros par an),,https://www.icam.fr/formations/enseignement-superieur/cycles-preparatoires-ingenieurs/la-prepa-professionnalisante/,28/12/2023,18/11/2025
AF.137548,cycle préparatoire intégré de l'UPSSITECH,https://www.onisep.fr/http/redirection/formation/slug/FOR.11319,"mécanique/automatismes| construction, architecture, travaux publics/génie civil| sciences/sciences de la Terre| informatique, Internet/systèmes et réseaux| électricité, électronique, robotique/télécommunications",cycle préparatoire intégré,Certificat délivré par l'école,,bac + 2,"Université de Toulouse, sciences, ingénierie et technologie",https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19083,0312837R,public,118 route de Narbonne,31062,Toulouse,Haute-Garonne,Toulouse,Occitanie,43.5631577,1.4628392,05 61 55 75 46,http://upssitech.eu,sans hébergement : résidences universitaires du Crous à proximité de l'école,Locaux accessibles : ascenseur,2 ans,"temps plein, cours en présentiel",,1256 euros en 2025 (628 euros par an),,,14/04/2025,22/10/2025
AF.147803,diplôme d'État d'audioprothésiste,https://www.onisep.fr/http/redirection/formation/slug/FOR.9301,"santé, social, sport/paramédical",diplôme d'État du paramédical,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/36110/,bac + 3,Conservatoire national des arts et métiers - site de Paris,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24198,0753471R,public,292 rue Saint-Martin,75141,Paris,Paris,Paris,Ile-de-France,48.86678295,2.3554166925337,01 40 27 23 30,https://www.cnam.fr/,sans hébergement (partenariat avec Studapart),,3 ans,"temps plein, cours en présentiel",,414 euros en 2026,,https://cpda.cnam.fr/,20/05/2026,20/05/2026
AF.55111,mastère spé. ingénieur en intelligence artificielle,https://www.onisep.fr/http/redirection/formation/slug/FOR.11275,"mécanique/automatismes| informatique, Internet/bases de données| informatique, Internet/développement, programmation, logiciel| informatique, Internet/informatique (généralités)| informatique, Internet/informatique industrielle et technologique| informatique, Internet/informatique pour la recherche",mastère spécialisé,Label de la Conférence des grandes écoles (CGE),https://www.francecompetences.fr/recherche/rncp/40235/,bac + 6,École nationale supérieure de techniques avancées site de Palaiseau,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8064,0912318A,public,828 boulevard des Maréchaux,91120,Palaiseau,Essonne,Versailles,Ile-de-France,48.717395,2.212573,01 81 87 17 40,https://www.ensta.fr,hébergement organisé hors établissement (homme/femme - résidence sur le campus de Paris Saclay : 426 studios et 5 appartements adaptés pour les personnes à mobilité réduite),Locaux accessibles : accessibilité totale pour handicap moteur,1 an,"temps plein, cours en présentiel",,,,https://www.ensta.fr/formations/mastere-specialise-intelligence-artificielle-multimodale-et-autonome,06/06/2020,12/01/2026
AF.60342,master mention chimie et sciences des matériaux,https://www.onisep.fr/http/redirection/formation/slug/FOR.10025,"sciences/chimie| matières premières, fabrication, industries/matériaux",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/38704/,bac + 5,École centrale de Lyon,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19296,0690187D,public,36 avenue Guy de Collongue,69134,Ecully,Rhône,Lyon,Auvergne-Rhône-Alpes,45.784,4.77027,04 72 18 60 00,https://www.ec-lyon.fr,hébergement organisé hors établissement (homme/femme - résidence privée sur le campus gérée par Adoma : 240 studios),Locaux accessibles : accessibilité totale pour handicap moteur,1 an,"temps plein, cours en présentiel",parcours Materials and Sustainable Development,"de 254 euros jusqu'à 3941 euros en 2025 (254 euros pour les étudiants UE , 3941 euros pour les étudiants hors UE)",,https://www.ec-lyon.fr/formation/master-2-chimie-et-sciences-des-materiaux,06/06/2020,30/10/2025
AF.104194,MSc Data Analytics for Business,https://www.onisep.fr/http/redirection/formation/slug/FOR.7569,"gestion des entreprises, comptabilité/administration de l'entreprise| informatique, Internet/bases de données",Master of Science,Label de la Conférence des grandes écoles (CGE),,bac + 5,Kedge Business School,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17202,0333326L,privé,"680 cours de la Libération, Domaine de Raba",33405,Talence,Gironde,Bordeaux,Nouvelle-Aquitaine,44.796424046437,-0.60096502304077,05 56 84 55 55,https://kedge.edu,sans hébergement : résidence de 158 logements et service logements proposé,"Locaux accessibles : accessibilité totale pour handicap moteur, rampe d'accès, ascenseur",2 ans,"temps plein, cours en présentiel",,"27700 euros en 2026 (9700 euros en 1re année, 18000 euros en 2e année)",,https://etudiant.kedge.edu/programmes/data-analytics-for-business,15/03/2022,29/10/2025
AF.83876,progamme bac + 3 ingénierie informatique et électronique,https://www.onisep.fr/http/redirection/formation/slug/FOR.1242,"informatique, Internet/développement, programmation, logiciel| électricité, électronique, robotique/électronique| informatique, Internet/informatique (généralités)| information-communication, audiovisuel/multimédia| informatique, Internet/systèmes et réseaux",formation d'école spécialisée,Certificat délivré par l'école,https://www.eseo.fr/formations/programme-bac-3-ingenierie-informatique-electronique/,bac + 3,École supérieure d'électronique de l'Ouest - site Angers,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19453,0490075R,privé,"10 boulevard Jeanneteau, ESEO Angers, CS 90717",49107,Angers,Maine-et-Loire,Nantes,Pays de la Loire,47.4931,-0.550947,02 41 86 67 67,https://www.eseo.fr/,"sans hébergement (mais logements proposés en résidences proches de l'école, y compris Crous)","Locaux accessibles : accessibilité totale pour handicap moteur, rampe d'accès, ascenseur",3 ans,"temps plein, cours en présentiel",,19650 euros en 2026 (6550 euros par an),,,06/06/2020,09/01/2026
AF.4521,diplôme d'État d'architecte,https://www.onisep.fr/http/redirection/formation/slug/FOR.3001,"construction, architecture, travaux publics/architecture",diplôme des écoles d'architecture,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/38342/,bac + 5,École nationale supérieure d'architecture de Toulouse,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9607,0310150V,public,"83 rue Aristide Maillol, BP 10629",31106,Toulouse,Haute-Garonne,Toulouse,Occitanie,43.5794,1.39721,05 62 11 50 50,http://www.toulouse.archi.fr,sans hébergement,,2 ans,"temps plein, cours en présentiel",,1054 euros en 2025 (527 euros par an),,https://www.toulouse.archi.fr/fr/formations/formation-initiale/diplome-detat-darchitecte-master,06/06/2020,22/05/2026
AF.139963,manager des achats,https://www.onisep.fr/http/redirection/formation/slug/FOR.11678,"commerce, marketing, vente/achat, approvisionnement| arts, culture, artisanat/arts graphiques",formation d'école spécialisée,Formation inscrite au RNCP,https://www.francecompetences.fr/recherche/rncp/40609/,bac + 5,Condé Paris,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5770,0754987N,privé,7-9 rue Cambronne,75015,Paris,Paris,Paris,Ile-de-France,48.8471,2.30182,01 40 33 36 22,https://ecoles-conde.com/campus/ecole-de-conde-paris/,sans hébergement,,2 ans,"temps plein, cours en présentiel",,"25800 euros en 2026 (12900 euros par an, gratuit en apprentissage)",,https://ecoles-conde.com/formations/mba-achats-de-mode/,17/07/2025,19/05/2026
AF.109660,cycle préparatoire intégré biologie de l'École de biologie industrielle,https://www.onisep.fr/http/redirection/formation/slug/FOR.8124,sciences/biologie,cycle préparatoire intégré,Certificat délivré par l'école,https://www.ebi-edu.com/formations-biologie/ingenieur-grande-ecole/cycle-prepa-integree/,bac + 2,École de biologie industrielle,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7967,0951820M,privé,"49 avenue des Genottes, CS 90009",95895,Cergy,Val-d'Oise,Versailles,Ile-de-France,49.0526,2.03865,01 85 76 66 90,http://www.ebi-edu.com,sans hébergement (résidence Maison EBI),"Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur",2 ans,"temps plein, cours en présentiel",,"13040 euros en 2026 (6520 euros en 1re année de CP, 4150 euros en 1re année de CP avec rentrée décalée, 6520 euros en 2e année de CP)",,,15/09/2022,28/01/2026
AF.21626,diplôme d'études en architecture,https://www.onisep.fr/http/redirection/formation/slug/FOR.3004,"construction, architecture, travaux publics/architecture",diplôme des écoles d'architecture,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/38343/,bac + 3,École nationale supérieure d'architecture de Versailles,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5724,0780412Z,public,"5 avenue de Sceaux, Petites Ecuries du Roy",78000,Versailles,Yvelines,Versailles,Ile-de-France,48.8018,2.12718,01 39 07 40 00,https://www.versailles.archi.fr/fr,sans hébergement,"Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur",3 ans,"temps plein, cours en présentiel",,1119 euros en 2024 (373 euros par an),,,06/06/2020,16/03/2026
AF.33830,master mention ingénierie des systèmes complexes,https://www.onisep.fr/http/redirection/formation/slug/FOR.10211,"matières premières, fabrication, industries/génie industriel",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/38981/,bac + 5,École d'ingénieurs du littoral Côte d'Opale - site de Calais,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.18587,0624429C,public,"50 rue Ferdinand Buisson, CS 30613",62228,Calais,Pas-de-Calais,Lille,Hauts-de-France,50.9538,1.87936,06 14 06 46 47,https://eilco.univ-littoral.fr,"sans hébergement (consulter Crous : antenne.calais@crous-lille.fr ou antenne.boulogne@crous-lille.fr, tél. 03 21 97 17 40. Association Habitat jeunes l'Escale : tél. 03 21 19 08 60, Résidence Michel Ange, www.habitat6259.fr, www.logis62.com. https://eilco.univ-littoral.fr/logement/)","Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur",2 ans,"temps plein, cours en présentiel",,254 euros en 2025,,http://www.misc.eilco-ulco.fr/,06/06/2020,06/10/2025
AF.136991,"licence mention chimie, sciences de la vie (double diplôme licence - DU)",https://www.onisep.fr/http/redirection/formation/slug/FOR.6734,sciences/biologie| sciences/chimie,licence,Diplôme national ou diplôme d'État,,bac + 3,UFR des sciences,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12559,0782075G,public,45 avenue des Etats-Unis,78035,Versailles,Yvelines,Versailles,Ile-de-France,48.8122,2.14996,01 39 25 41 12,http://www.sciences.uvsq.fr/,sans hébergement,,3 ans,"temps plein, cours en présentiel",parcours chimie et sciences de la vie,,,https://www.sciences.uvsq.fr/licence-double-diplome-chimie-sciences-de-la-vie,25/03/2025,16/02/2026
AF.24516,mastère spé. industrie des ressources minérales et société (Mines Paris-PSL - Mines Nancy - ENSG Géologie),https://www.onisep.fr/http/redirection/formation/slug/FOR.3745,"matières premières, fabrication, industries/matériaux| matières premières, fabrication, industries/mines et carrières| sciences/sciences de la Terre",mastère spécialisé,Label de la Conférence des grandes écoles (CGE),,bac + 6,École nationale supérieure des Mines de Nancy - site de Nancy,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12142,0540128W,public,"92 rue du Sergent Blandan, Campus Artem, BP 14234",54042,Nancy,Meurthe-et-Moselle,Nancy-Metz,Grand Est,48.672805129481,6.1717522144318,03 72 74 48 00,https://mines-nancy.univ-lorraine.fr/,"sans hébergement (studios meublés réservés dans la résidence Schuman, Crous Nancy, Odalys Nancy ...)","Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur",1 an,"temps plein, cours en présentiel (les cours du tronc commun ont lieu à l'école nationale supérieure des Mines de Paris)",,7500 euros en 2024,,https://mines-nancy.univ-lorraine.fr/formation/mastere-specialise-industrie-ressources-minerales-societe-miris/,06/06/2020,30/10/2025
AF.13195,Master in BioMedical Engineering,https://www.onisep.fr/http/redirection/formation/slug/FOR.4392,"sciences/biologie| santé, social, sport/santé (généralités)",formation d'école spécialisée,Diplôme conférant le grade de master,,bac + 5,École supérieure de physique et de chimie industrielles de la ville de Paris,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1868,0753429V,public,10 rue Vauquelin,75005,Paris,Paris,Paris,Ile-de-France,48.8412,2.34753,01 40 79 44 00,http://www.espci.psl.eu,"sans hébergement : 159 logements en résidence étudiante à Montrouge, 10 logements en résidence étudiante à Ivry, 10 logements pour élèves boursiers à Paris",Locaux accessibles,2 ans,"temps plein, cours en présentiel",,,,http://www.espci.fr/fr/formations/masters/,06/06/2020,18/02/2026
AF.148706,DU développement et exploitation de parcs informatiques,https://www.onisep.fr/http/redirection/formation/slug/FOR.8966,"informatique, Internet/informatique (généralités)| matières premières, fabrication, industries/maintenance, qualité| informatique, Internet/systèmes et réseaux",diplôme d'université,Label DSP,https://www.francecompetences.fr/recherche/rncp/37215/,bac + 1,Conservatoire national des arts et métiers - site de Paris,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24198,0753471R,public,292 rue Saint-Martin,75141,Paris,Paris,Paris,Ile-de-France,48.86678295,2.3554166925337,01 40 27 23 30,https://www.cnam.fr/,sans hébergement (partenariat avec Studapart),,1 an,"temps plein, cours en présentiel",,,,https://www.cnam.fr/formation/electronique-informatique-telecommunication/langages-informatiques/diplome-de-specialisation-professionnelle-developpement-et-exploitation-de-parcs-informatiques-1,22/06/2026,24/06/2026
AF.50492,mastère spé. stratégie et développement d'affaires internationales (emlyon - CentraleSupélec),https://www.onisep.fr/http/redirection/formation/slug/FOR.733,"gestion des entreprises, comptabilité/administration de l'entreprise| commerce, marketing, vente/commerce international",mastère spécialisé,Label de la Conférence des grandes écoles (CGE),,bac + 6,emlyon Business School,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2735,0690197P,privé,144 avenue Jean Jaurès,69007,Lyon,Rhône,Lyon,Auvergne-Rhône-Alpes,45.7696253,4.9494665,04 78 33 78 00,https://em-lyon.com/,"sans hébergement (plusieurs partenariats facilitent l'accès au logement, notamment aux étudiants internationaux et aux étudiants de 1re année. Un guide du logement annuel est proposé aux étudiants par l'école)","Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur",1 an,"temps plein, cours en présentiel",,21900 euros en 2026,,https://masters.em-lyon.com/fr/ms-strategie-developpement-affaires-internationales,06/06/2020,03/11/2025
AF.38937,diplôme d'État d'architecte,https://www.onisep.fr/http/redirection/formation/slug/FOR.3001,"construction, architecture, travaux publics/architecture",diplôme des écoles d'architecture,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/38342/,bac + 5,École nationale supérieure d'architecture de Normandie,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7649,0760164R,public,"27 rue Lucien Fromage, BP 04",76160,Darnétal,Seine-Maritime,Normandie,Normandie,49.4382,1.13619,02 32 83 42 20,http://www.rouen.archi.fr,sans hébergement,Locaux accessibles : ascenseur,2 ans,"temps plein, cours en présentiel",,1024 euros en 2025 (512 euros par an de frais de scolarité et 130 euros de frais pédagogiques),,https://ensa-normandie.fr/etudes/formations/cycle-master/,06/06/2020,16/03/2026
AF.52604,master mention ingénierie de la santé,https://www.onisep.fr/http/redirection/formation/slug/FOR.10371,"matières premières, fabrication, industries/génie industriel| santé, social, sport/santé (généralités)",master,Diplôme national ou diplôme d'État,https://www.francecompetences.fr/recherche/rncp/39433/,bac + 5,École nationale supérieure des mines de Saint-Étienne - campus de Saint-Étienne,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9586,0420094Z,public,158 cours Fauriel,42023,Saint-Etienne,Loire,Lyon,Auvergne-Rhône-Alpes,45.4218,4.40983,04 77 42 01 23,http://www.mines-stetienne.fr,"hébergement organisé hors établissement (homme/femme - maison des élèves à 300 m de l'école, propriété de Mines Saint - Etienne Alumni)","Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur, plan incliné, boucle magnétique",1 an,"temps plein, cours en présentiel",parcours Biomédical Engineering & Design,486 euros en 2024 (243 euros par an),,,06/06/2020,10/12/2025
AF.50370,"mastère spé. marketing, design, création (Audencia - Centrale Nantes)",https://www.onisep.fr/http/redirection/formation/slug/FOR.11499,"arts, culture, artisanat/arts graphiques| commerce, marketing, vente/marketing, vente",mastère spécialisé,Label de la Conférence des grandes écoles (CGE),https://www.francecompetences.fr/recherche/rncp/40641/,bac + 6,Audencia Business School,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6686,0440112H,privé,"8 route de la Jonelière, Atlantic Campus, BP 31222",44312,Nantes,Loire-Atlantique,Nantes,Pays de la Loire,47.2468,-1.55272,02 40 37 34 34,https://www.audencia.com,sans hébergement : plateforme de recherche logement et conseil Audencia Studapart et partenariat avec Action Logement pour les alternants/apprentis et avec le Crous,"Locaux accessibles : ascenseur, rampe d'accès, accessibilité totale pour handicap moteur, boucle magnétique",1 an,"temps plein, cours en présentiel",,16900 euros en 2026 (gratuit en apprentissage),,https://www.audencia.com/les-formations/masteres-specialises/marketing-design-et-creation-ms-mdc/presentation,06/06/2020,16/12/2025
AF.35591,diplôme d'études supérieures en management (Programme Grande École),https://www.onisep.fr/http/redirection/formation/slug/FOR.10720,"commerce, marketing, vente/commerce international| banque, assurances, immobilier/finances",diplôme d'école de commerce visé de niveau bac + 4 ou 5,Diplôme d'école revêtu d'un visa officiel,https://www.francecompetences.fr/recherche/rncp/39568/,bac + 5,GEM - Alpine Business School,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2578,0382778N,privé,12 rue Pierre Sémard,38000,Grenoble,Isère,Grenoble,Auvergne-Rhône-Alpes,45.190248893033,5.7131427526474,04 76 70 60 60,https://www.grenoble-em.com,sans hébergement : résidence universitaire à 100 m,"Locaux accessibles : ascenseur, rampe d'accès",3 ans,"temps plein, cours en présentiel",,"52000 euros en 2026 (17000 euros en 1re année et 17500 euros par an en 2e et 3e années en admission principale, 17000 euros par an en 2e et 3e années en admission parallèle, gratuit en apprentissage)",,https://www.grenoble-em.com/programme-grande-ecole,06/06/2020,18/12/2025
AF.43490,mastère spé. management industriel et systèmes logistiques,https://www.onisep.fr/http/redirection/formation/slug/FOR.644,"matières premières, fabrication, industries/génie industriel| logistique, transport/logistique",mastère spécialisé,Label de la Conférence des grandes écoles (CGE),https://www.francecompetences.fr/recherche/rncp/38103/,bac + 6,École nationale supérieure des mines de Paris - Campus de Paris,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2427,0753493P,public,60 boulevard Saint-Michel,75272,Paris,Paris,Paris,Ile-de-France,48.8456,2.33967,01 40 51 90 00,http://www.minesparis.psl.eu,hébergement organisé hors établissement (homme/femme - internat à la maison des mines),"Locaux accessibles : accessibilité totale pour handicap moteur, ascenseur",1 an,"temps plein, cours en présentiel",,20500 euros en 2024 (dont 800 euros de frais d'inscription),,,06/06/2020,27/11/2024
AF.125448,diplôme de gestion et de comptabilité (INTEC),https://www.onisep.fr/http/redirection/formation/slug/FOR.2736,"gestion des entreprises, comptabilité/administration de l'entreprise| gestion des entreprises, comptabilité/comptabilité",formation d'école spécialisée,Certificat délivré par l'école,,bac + 3,Conservatoire national des arts et métiers - site de Paris,https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24198,0753471R,public,292 rue Saint-Martin,75141,Paris,Paris,Paris,Ile-de-France,48.86678295,2.3554166925337,01 40 27 23 30,https://www.cnam.fr/,sans hébergement (partenariat avec Studapart),,3 ans,"temps plein, cours en présentiel",,,,https://formation.cnam.fr/rechercher-par-discipline/diplome-d-etablissement-diplome-de-gestion-et-de-comptabilite-dgc--200678.kjsp?RF=,20/12/2023,19/05/2026
